################################################################################
# Symmetry function scaling data.
################################################################################
# Col  Name     Description
################################################################################
# 1    e_index  Element index.
# 2    sf_index Symmetry function index.
# 3    sf_min   Symmetry function minimum.
# 4    sf_max   Symmetry function maximum.
# 5    sf_mean  Symmetry function mean.
# 6    sf_sigma Symmetry function sigma.
#########################################################################################################################
#        1          2                        3                        4                        5                        6
#  e_index   sf_index                   sf_min                   sf_max                  sf_mean                 sf_sigma
#########################################################################################################################
         1         41   0.0000000000000000E+00   2.9334851469382635E+00   2.8520483265022362E-01   1.7003964793893261E-01
         1         42   0.0000000000000000E+00   7.1895269618291007E+00   1.1915174541492271E+00   4.7610569840248324E-01
         2          1   0.0000000000000000E+00   2.2840426275781141E+01   1.0105030174125659E+01   1.8646558368025556E+00
         2          2   0.0000000000000000E+00   2.2966528015492692E+01   1.0152819565001014E+01   1.8754172726203850E+00
         2          3   0.0000000000000000E+00   2.1601547304491319E+01   9.5736573488220138E+00   1.7618525964137417E+00
         2          4   0.0000000000000000E+00   2.2812903053853834E+01   1.0028088128435554E+01   1.8648860568976768E+00
         2          5   0.0000000000000000E+00   1.9199490396118971E+01   8.5384338583854760E+00   1.5614636474425099E+00
         2          6   0.0000000000000000E+00   2.2478209560296772E+01   9.7619202901847082E+00   1.8431126056876359E+00
         2          7   0.0000000000000000E+00   1.6484362793955921E+01   7.2901677113891346E+00   1.3198825286388469E+00
         2          8   0.0000000000000000E+00   2.1992954532122727E+01   9.3894611279143820E+00   1.8139437382424239E+00
         2          9   0.0000000000000000E+00   1.3717371707672033E+01   6.0412727363954293E+00   1.0796909718301515E+00
         2         10   0.0000000000000000E+00   2.1375831381166421E+01   8.9384209770318286E+00   1.7799250738404206E+00
         2         11   0.0000000000000000E+00   2.1240894908108434E+01   8.8283409546694465E+00   1.7320099776433568E+00
         2         12   0.0000000000000000E+00   1.6047186762343539E+01   6.6215629036589387E+00   1.3929656682579039E+00
         2         13   0.0000000000000000E+00   2.0033775160643337E+01   7.8268447048366729E+00   1.6456710158324588E+00
         2         14   0.0000000000000000E+00   1.1882141064113187E+01   4.9964153480538718E+00   1.1057458128828581E+00
         2         15   0.0000000000000000E+00   1.8314936815893539E+01   6.4084251292528345E+00   1.5562752790599348E+00
         2         16   0.0000000000000000E+00   7.5825484658088484E+00   3.5756909492130369E+00   8.0802187054697594E-01
         2         17   0.0000000000000000E+00   1.5730680527306681E+01   4.1222140498196316E+00   1.4539711577246277E+00
         2         18   0.0000000000000000E+00   4.7740925010091813E+00   2.1634030303443672E+00   5.3595139449744322E-01
         2         19   0.0000000000000000E+00   5.1426649088028000E+00   9.7955968467930632E-01   4.0167418037963470E-01
         2         20   0.0000000000000000E+00   1.7021184848405294E+01   2.2297974908024081E+00   1.7198452677782601E+00
         2         21   0.0000000000000000E+00   4.2183550229346185E+00   8.1691409470865595E-01   3.6381038326613635E-01
         2         22   0.0000000000000000E+00   1.4653452660345929E+01   1.9106529638566214E+00   1.4889714952817728E+00
         2         23   0.0000000000000000E+00   4.7077995800950312E+00   8.8536875297017681E-01   3.7065899600860591E-01
         2         24   0.0000000000000000E+00   1.4859772232483943E+01   1.9212058606254534E+00   1.5136916182413200E+00
         2         25   0.0000000000000000E+00   3.8674106737761886E+00   7.4259219813325628E-01   3.3838196593124514E-01
         2         26   0.0000000000000000E+00   1.2799028746021559E+01   1.6475359777218652E+00   1.3111888461069148E+00
         2         27   0.0000000000000000E+00   1.0144737964644067E+01   1.5990418590312496E+00   7.6950306285109649E-01
         2         28   0.0000000000000000E+00   1.8643879088558471E+01   2.5475637578383976E+00   1.9528842150470624E+00
         2         29   0.0000000000000000E+00   5.7634206736668681E+00   1.0260339873402708E+00   4.3595443467462830E-01
         2         30   0.0000000000000000E+00   1.5172763657006721E+01   1.9745558861474191E+00   1.5629944465825949E+00
         2         31   0.0000000000000000E+00   9.1152325783560890E+00   1.4041203325561125E+00   6.8622571336545890E-01
         2         32   0.0000000000000000E+00   1.6043614417602964E+01   2.1755856120788954E+00   1.7071725270078297E+00
         2         33   0.0000000000000000E+00   5.3061650208304219E+00   9.1355832000462067E-01   3.9642290343688580E-01
         2         34   0.0000000000000000E+00   1.3107545762611347E+01   1.6850235995274043E+00   1.3643330250664167E+00
         2         35   0.0000000000000000E+00   8.2042551765969467E+00   1.2372290902628362E+00   6.1524985587321801E-01
         2         36   0.0000000000000000E+00   1.3855922798871919E+01   1.8646910352449766E+00   1.4971509005418866E+00
         2         37   0.0000000000000000E+00   3.6085709353029194E+00   6.4148826386169944E-01   2.8904350403418644E-01
         2         38   0.0000000000000000E+00   9.6061335879550374E+00   1.1958218197827135E+00   1.0066727951183505E+00
         2         39   0.0000000000000000E+00   6.0665489545987032E+00   8.6222443398498416E-01   4.5657556536858013E-01
         2         40   0.0000000000000000E+00   9.6380474634226605E+00   1.1981409152823885E+00   1.0279097046405485E+00
         2         41   0.0000000000000000E+00   4.1430918333100726E+00   5.8916790402096897E-01   2.8208017560175047E-01
         2         42   0.0000000000000000E+00   7.4838254374518307E+00   9.2508438531837345E-01   8.1453671749297119E-01
         3          1   0.0000000000000000E+00   3.1496207249563813E+01   9.3776004858240576E+00   3.1066220339461923E+00
         3          2   0.0000000000000000E+00   3.1653892179617721E+01   9.4318079857016706E+00   3.1183096042684868E+00
         3          3   0.0000000000000000E+00   2.9875762511963075E+01   8.8260470841705345E+00   2.9765809503284215E+00
         3          4   0.0000000000000000E+00   3.1389082010078283E+01   9.3428960098963874E+00   3.0886930748488681E+00
         3          5   0.0000000000000000E+00   2.6659966777490883E+01   7.7533413687114470E+00   2.7170769528740610E+00
         3          6   0.0000000000000000E+00   3.0815138043745311E+01   9.1529013403245383E+00   3.0248810732660889E+00
         3          7   0.0000000000000000E+00   2.2695872632375494E+01   6.4656037961665813E+00   2.3901694436878649E+00
         3          8   0.0000000000000000E+00   2.9990266177680301E+01   8.8863573619995915E+00   2.9340809875253648E+00
         3          9   0.0000000000000000E+00   1.8602837243022456E+01   5.1893695489472877E+00   2.0412970745648478E+00
         3         10   0.0000000000000000E+00   2.8953642949033330E+01   8.5623173438011868E+00   2.8215101906165350E+00
         3         11   0.0000000000000000E+00   2.8893787590736888E+01   8.1246284940107092E+00   2.9859305939199934E+00
         3         12   0.0000000000000000E+00   2.1371866633379572E+01   6.6554951559040569E+00   1.9827273327501607E+00
         3         13   0.0000000000000000E+00   2.6800906776365235E+01   7.1401876342619595E+00   2.8928140502016095E+00
         3         14   0.0000000000000000E+00   1.5664708803300565E+01   5.2466769119252294E+00   1.4171196559857264E+00
         3         15   0.0000000000000000E+00   2.3998859422624861E+01   5.7562329040690869E+00   2.7693270176221914E+00
         3         16   0.0000000000000000E+00   1.0031539390228824E+01   3.8378617776331296E+00   9.2776531380994298E-01
         3         17   0.0000000000000000E+00   1.9629211665361250E+01   3.6084868829320356E+00   2.5437901811620076E+00
         3         18   0.0000000000000000E+00   5.4872199980187881E+00   2.2459421742791896E+00   5.2420571741145117E-01
         3         19   0.0000000000000000E+00   5.0901664482776576E+00   4.6715195774095641E-01   6.3363140275222662E-01
         3         20   0.0000000000000000E+00   2.9376111674341232E+01   2.2529398494137749E+00   3.1001658452478624E+00
         3         21   0.0000000000000000E+00   3.5330237909401325E+00   3.2838721508962271E-01   4.5048500440465189E-01
         3         22   0.0000000000000000E+00   2.4656693457131983E+01   1.9475023661873416E+00   2.6108296150976309E+00
         3         23   0.0000000000000000E+00   4.4193061144746588E+00   4.0892224053494958E-01   5.6095819050385165E-01
         3         24   0.0000000000000000E+00   2.5709590438675420E+01   1.9417183418391157E+00   2.7357168350642231E+00
         3         25   0.0000000000000000E+00   3.0670598590425864E+00   2.8785669624209154E-01   3.9914451859750649E-01
         3         26   0.0000000000000000E+00   2.1565248157171403E+01   1.6802652535858029E+00   2.3031605935887898E+00
         3         27   0.0000000000000000E+00   1.4196198470344500E+01   1.0775992279417066E+00   1.5792536952245508E+00
         3         28   0.0000000000000000E+00   3.5006981559669761E+01   2.4929030633251168E+00   3.7365114239041515E+00
         3         29   0.0000000000000000E+00   6.4603509568908724E+00   5.5635554779002483E-01   7.7829647680389080E-01
         3         30   0.0000000000000000E+00   2.7271134046216130E+01   1.9716593831734368E+00   2.9199601621917135E+00
         3         31   0.0000000000000000E+00   1.2306732266901740E+01   9.2668373866873555E-01   1.3821384523386657E+00
         3         32   0.0000000000000000E+00   3.0436803505554856E+01   2.1288536746905256E+00   3.2706386589040335E+00
         3         33   0.0000000000000000E+00   5.5756225638883210E+00   4.8156788686564583E-01   6.8285956943525761E-01
         3         34   0.0000000000000000E+00   2.3713911108771946E+01   1.6837378228874356E+00   2.5561512165445666E+00
         3         35   0.0000000000000000E+00   1.0699666893915294E+01   8.0006692904301657E-01   1.2131637832521309E+00
         3         36   0.0000000000000000E+00   2.6534052752196342E+01   1.8252756758841004E+00   2.8704963451004573E+00
         3         37   0.0000000000000000E+00   2.8111937666447844E+00   2.6816654333840662E-01   3.8211806502346035E-01
         3         38   0.0000000000000000E+00   1.6834992217893191E+01   1.2121045032214726E+00   1.8337990153024701E+00
         3         39   0.0000000000000000E+00   7.1439672685252935E+00   5.2626194665136994E-01   8.3368370741539155E-01
         3         40   0.0000000000000000E+00   1.7836276370591055E+01   1.1763213810070072E+00   1.9689788885906676E+00
         3         41   0.0000000000000000E+00   3.1817379066011360E+00   2.7998670295617406E-01   4.1753579672148400E-01
         3         42   0.0000000000000000E+00   1.3890208997280780E+01   9.3004613731181118E-01   1.5394744653624224E+00
         4          1   0.0000000000000000E+00   2.7232649041713753E+01   8.7545296948837130E+00   1.6866836677849828E+00
         4          2   0.0000000000000000E+00   2.7365811670892896E+01   8.8102476252448714E+00   1.6955651274848840E+00
         4          3   0.0000000000000000E+00   2.5847126415733985E+01   8.2132022099806825E+00   1.5985900121354295E+00
         4          4   0.0000000000000000E+00   2.7124631720993907E+01   8.7456048455979847E+00   1.6831709468308707E+00
         4          5   0.0000000000000000E+00   2.3097937923164487E+01   7.1585898736773155E+00   1.4287016259030036E+00
         4          6   0.0000000000000000E+00   2.6603020535495180E+01   8.6070429838074851E+00   1.6572490341216382E+00
         4          7   0.0000000000000000E+00   1.9681759696694314E+01   5.8895063245655894E+00   1.2274510113674078E+00
         4          8   0.0000000000000000E+00   2.5856158658021016E+01   8.4115763148006355E+00   1.6221635829660919E+00
         4          9   0.0000000000000000E+00   1.6130832341117429E+01   4.6293016052706504E+00   1.0304892027192987E+00
         4         10   0.0000000000000000E+00   2.4922562279396136E+01   8.1719993916931060E+00   1.5814869877811364E+00
         4         11   0.0000000000000000E+00   2.4946226797937577E+01   7.6166243391103921E+00   1.5581552320236516E+00
         4         12   0.0000000000000000E+00   1.8255847101737210E+01   6.4872613816496054E+00   1.2421747036987139E+00
         4         13   0.0000000000000000E+00   2.3075987448910912E+01   6.7212153826234458E+00   1.4640200329613224E+00
         4         14   0.0000000000000000E+00   1.3286062315877231E+01   5.1818040480050716E+00   1.0199766141031761E+00
         4         15   0.0000000000000000E+00   2.0363193413558353E+01   5.4621769154771140E+00   1.3457542495221844E+00
         4         16   0.0000000000000000E+00   8.8895341867107955E+00   3.7453445881052936E+00   7.7041965843215054E-01
         4         17   0.0000000000000000E+00   1.6616099753223363E+01   3.4929446716128489E+00   1.1791579752855108E+00
         4         18   0.0000000000000000E+00   4.9976740713924777E+00   2.0823578227996529E+00   4.5862725035971164E-01
         4         19   0.0000000000000000E+00   3.9445050969876783E+00   1.9521369523690202E-01   1.8426237575321572E-01
         4         20   0.0000000000000000E+00   2.1851207714547044E+01   2.2002377823154822E+00   1.2135739298733994E+00
         4         21   0.0000000000000000E+00   2.7011009528179915E+00   1.2910275550455633E-01   1.3375112988310375E-01
         4         22   0.0000000000000000E+00   1.8383487992350496E+01   1.9645285427114740E+00   1.0474452567063290E+00
         4         23   0.0000000000000000E+00   3.4319439155089198E+00   1.6552659891996857E-01   1.6256377570441977E-01
         4         24   0.0000000000000000E+00   1.9154718242326862E+01   1.9186497458555867E+00   1.0737673722682213E+00
         4         25   0.0000000000000000E+00   2.3469366169942800E+00   1.0960001152802491E-01   1.1812886036382898E-01
         4         26   0.0000000000000000E+00   1.6112642151768949E+01   1.7182724985881439E+00   9.2768552535311377E-01
         4         27   0.0000000000000000E+00   1.0621492677363673E+01   5.7748672005457358E-01   4.7935653487248786E-01
         4         28   0.0000000000000000E+00   2.5975117572366763E+01   2.2162832468296587E+00   1.3707449675695627E+00
         4         29   0.0000000000000000E+00   4.9383010577162683E+00   2.4421850300899325E-01   2.2484205677623886E-01
         4         30   0.0000000000000000E+00   2.0291925952719328E+01   1.8830150297840786E+00   1.1148102269790345E+00
         4         31   0.0000000000000000E+00   9.1991526878509546E+00   4.8414767318257057E-01   4.1941414703836100E-01
         4         32   0.0000000000000000E+00   2.2575473443821430E+01   1.9062604863352284E+00   1.2054728477546179E+00
         4         33   0.0000000000000000E+00   4.2639191041468534E+00   2.0451191197528509E-01   1.9676547331242558E-01
         4         34   0.0000000000000000E+00   1.7640239860117358E+01   1.6266247251279424E+00   9.8192798623993438E-01
         4         35   0.0000000000000000E+00   7.9909338497424720E+00   4.0770152115873787E-01   3.6852459834335954E-01
         4         36   0.0000000000000000E+00   1.9680310607149554E+01   1.6473743431651051E+00   1.0653144768968845E+00
         4         37   0.0000000000000000E+00   2.1939836206014518E+00   9.7760879550251673E-02   1.0945402095749734E-01
         4         38   0.0000000000000000E+00   1.2580488011041114E+01   1.2500995200330705E+00   7.3672684902457852E-01
         4         39   0.0000000000000000E+00   5.3238223871518615E+00   2.4981285332342215E-01   2.5590371015068325E-01
         4         40   0.0000000000000000E+00   1.3258449775793663E+01   1.0913103445940362E+00   7.5561666084696888E-01
         4         41   0.0000000000000000E+00   2.4341850202908084E+00   1.0469864345360717E-01   1.1964119912667560E-01
         4         42   0.0000000000000000E+00   1.0368812408932595E+01   9.4619613472422037E-01   6.1992062762797961E-01
